2025-09-25 00:12:07 | logger_config        | INFO     | _setup_logging :100  | ================================================================================
2025-09-25 00:12:07 | logger_config        | INFO     | _setup_logging :101  | AMANUENSIS LOGGING SYSTEM INITIALIZED
2025-09-25 00:12:07 | logger_config        | INFO     | _setup_logging :102  | Main log file: logs\amanuensis_20250925_001207.log
2025-09-25 00:12:07 | logger_config        | INFO     | _setup_logging :103  | Error log file: logs\amanuensis_errors_20250925_001207.log
2025-09-25 00:12:07 | logger_config        | INFO     | _setup_logging :104  | Audio log file: logs\amanuensis_audio_20250925_001207.log
2025-09-25 00:12:07 | logger_config        | INFO     | _setup_logging :105  | ================================================================================
2025-09-25 00:12:07 | audio_manager        | INFO     | __init__       :14   | Initializing AudioManager
2025-09-25 00:12:07 | audio_manager        | INFO     | __init__       :48   | AudioManager initialized - Buffer: 180s, Sample Rate: 44100, Chunk Size: 1024
2025-09-25 00:12:07 | audio_manager        | INFO     | __init__       :14   | Initializing AudioManager
2025-09-25 00:12:07 | audio_manager        | INFO     | __init__       :48   | AudioManager initialized - Buffer: 180s, Sample Rate: 44100, Chunk Size: 1024
2025-09-25 00:12:08 | audio_manager        | INFO     | __init__       :14   | Initializing AudioManager
2025-09-25 00:12:08 | audio_manager        | INFO     | __init__       :48   | AudioManager initialized - Buffer: 180s, Sample Rate: 44100, Chunk Size: 1024
